Accession	AccessionNoIsoform	Gene	Description	NeuroMarker	LysosomalMarkers	HD1_IN	HD4_IN	HD5_IN	HD6_IN	HDKP_IN	HDRH_IN	HDSD_IN	HD1_FB	HD4_FB	HD5_FB	HD6_FB	HDKP_FB	HDRH_FB	HDSD_FB	C11_IN	C12_IN	CBS_IN	CGE_IN	CKK_IN	CKP_IN	TS_IN	C11_FB	C12_FB	CBS_FB	CGE_FB	CKK_FB	CKP_FB	TS_FB 
P53618	P53618	COPB1	Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB1 PE=1 SV=3			25.54718018	25.66350174	25.17408371	25.46644592	25.5480423	25.20832062	25.5704155	25.65451241	25.53626251	25.62787819	25.42023277	25.54394531	25.41275787	25.65604782	25.35703468	25.65402603	25.54926872	25.34793091	25.44556808	25.44866753	24.92842293	25.24583244	25.40060616	25.58778954	25.62747383	25.43061829	25.60116959	25.51458359
O75533	O75533	SF3B1	Splicing factor 3B subunit 1 OS=Homo sapiens OX=9606 GN=SF3B1 PE=1 SV=3			25.28605461	25.1633606	25.76747894	25.57038116	25.53538513	25.71009827	25.45673561	26.04387283	26.13912964	25.99980164	26.15099907	26.11511993	26.25771523	26.05720139	25.38958359	25.00465393	25.3073101	25.43221092	25.42690086	25.44138908	25.72708702	26.09791946	25.95392036	25.91068649	26.04536057	26.10490799	26.16020584	26.06028366
P80723	P80723	BASP1	Brain acid soluble protein 1 OS=Homo sapiens OX=9606 GN=BASP1 PE=1 SV=2			26.30758095	24.45658875	25.6193924	25.11938095	25.52369881	25.62902069	25.26252365	25.41604042	24.84580994	24.97247696	25.58075142	25.45559311	25.53222656	25.25949478	26.26305771	25.32847786	26.19376183	25.7813797	25.19703293	25.7683773	25.69810486	25.64561462	25.56315231	25.65288925	25.46941185	25.5054245	25.68515587	25.78938103
Q02878	Q02878	RPL6	60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3			25.87689209	25.83970833	25.70788956	26.06661415	25.50880432	25.82733917	26.15081978	26.44171143	26.51116562	26.7603302	26.35055733	26.55944443	26.31960487	26.41160965	25.59483719	25.64125824	25.77042961	25.56293297	25.83600616	25.57252884	25.47453117	26.91537285	26.07883835	26.36914063	26.45480728	26.72708893	26.53334427	26.92438889
O75643	O75643	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens OX=9606 GN=SNRNP200 PE=1 SV=2			25.19086456	25.37480736	25.66513062	25.57585716	25.51060486	25.4679184	25.32969284	24.94324303	24.86107445	24.87357521	24.93208694	24.82333755	24.68446541	24.61959839	25.33230019	24.88232803	25.22574806	24.73736191	25.38424683	25.26989746	25.49432564	24.71713066	24.50384521	24.70015335	24.65802383	24.6222229	24.56108856	24.74419403
P36578	P36578	RPL4	60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=5			25.82553864	25.77746773	25.55003738	25.97385406	25.5497036	25.73381805	26.06899834	26.34934235	26.40463066	26.63946724	26.26830673	26.47431564	26.18708038	26.32851028	25.5586319	25.63408661	25.69741631	25.42930031	25.74763489	25.49812698	25.35329628	26.24575233	25.8927784	26.32965088	26.17323303	26.24271011	26.21665573	26.5426445
P38606	P38606	ATP6V1A	V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2			25.5377388	25.11936951	25.55209351	25.36642456	25.49747276	25.5904808	25.30617905	23.81293106	23.80209351	23.85440063	23.87426376	23.92429352	23.98052025	24.20985413	25.33651352	24.77536392	25.26472855	24.83412933	25.19208908	25.46186447	25.75115013	23.64806747	24.09978867	23.89237022	24.08405876	24.09030342	23.90634537	24.02519226
Q32P28	Q32P28	P3H1	Prolyl 3-hydroxylase 1 OS=Homo sapiens OX=9606 GN=P3H1 PE=1 SV=2			25.80409813	25.84535027	24.91942787	25.36702728	25.49403572	24.95507813	25.08625221	24.87365341	24.87210655	25.17874146	24.43271828	24.55876541	24.67931366	25.00112152	25.45830917	25.78006363	25.44320488	25.58964348	25.60058594	25.20056152	24.14347267	24.82819939	25.12518501	25.05557632	25.0609684	25.10999298	25.32051849	24.74221039
Q13162	Q13162	PRDX4	Peroxiredoxin-4 OS=Homo sapiens OX=9606 GN=PRDX4 PE=1 SV=1			26.10331917	26.73960114	24.89386177	25.21724892	25.50479317	24.75572968	25.50207138	24.75704384	24.57299805	24.78997421	24.25524139	24.49239349	23.96243668	24.78654861	25.65922928	26.07469559	25.75956535	25.68255806	25.59924507	25.36212158	24.46557617	24.39118576	24.62117767	24.52272034	24.58104324	24.50611115	24.55860519	24.36686325
P08962	P08962	CD63	CD63 antigen OS=Homo sapiens OX=9606 GN=CD63 PE=1 SV=2			25.51540184	25.50141335	24.95982933	25.17040062	25.44207382	24.93011856	25.43234253	24.25886917	23.94866371	24.10206413	23.81539536	24.00728607	24.28794098	24.69720078	25.16781044	25.5735817	25.58514214	25.7396946	25.07260132	25.20526123	25.03565216	24.00640678	24.40164185	23.94185448	24.392519	24.56448364	24.41627502	23.90169907
P78371	P78371	CCT2	T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=4			25.21302223	25.25231552	25.32961082	25.4055748	25.47489738	25.36539078	25.30558968	25.82793808	25.71702003	25.71977615	25.86037064	25.81096268	25.57490921	25.56500626	25.33254623	24.4139843	25.30347824	25.2062664	25.30566788	25.28678894	25.47916222	25.42118645	24.73926926	25.61862183	25.55120277	25.4323349	25.49802399	25.77162552
P42765	P42765	ACAA2	"3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=2"			26.49533081	25.24230003	25.4283905	25.33277512	25.53229141	25.95358086	25.5023098	24.06683731	22.72866821	23.28347397	22.95435143	23.09029579	23.51317406	23.4930687	25.3644104	24.81892967	25.51171684	24.62263489	24.72716904	25.39273453	25.44636917	23.35060883	23.36355591	23.66629601	23.40773582	23.22385788	23.54033661	23.02936172
P36542	P36542	ATP5F1C	"ATP synthase subunit gamma, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1C PE=1 SV=1"			25.62530899	25.77664948	25.39402008	25.47049141	25.48587036	25.62557602	25.39196587	23.96951866	24.08299637	23.98377037	23.91738129	23.97111511	23.75514412	23.99742126	25.51846123	25.43161011	25.60642624	25.23609161	25.3583374	25.44492912	25.52751732	23.63684082	23.91590881	23.96904373	23.92897034	23.79737091	23.61787605	23.85591888
P27816	P27816	MAP4	Microtubule-associated protein 4 OS=Homo sapiens OX=9606 GN=MAP4 PE=1 SV=3			25.21255112	24.91892624	25.65191269	24.82687759	25.46788406	25.72340584	25.24557304	26.61028671	26.70357895	26.71216583	26.73096848	26.72699738	26.88493729	26.91324234	25.25843811	24.80575943	25.30368996	26.55946541	25.30071259	25.66447639	25.88711548	26.83094025	26.94402885	26.79289246	26.94407463	27.03600121	26.96894646	26.73895836
O75367	O75367	H2AFY	Core histone macro-H2A.1 OS=Homo sapiens OX=9606 GN=H2AFY PE=1 SV=4			25.34285736	25.36233711	25.82064819	25.64435768	25.4576683	25.67271805	25.39837074	23.42770576	23.40759277	23.5863533	23.23175812	23.5138092	23.36578369	23.36881638	25.31015968	24.64243317	25.1492939	24.50161934	25.44943237	25.29051018	25.6155777	23.34009171	23.39638901	23.36992645	23.2366333	23.43302917	23.23632431	23.55787468
P09104	P09104	ENO2	Gamma-enolase OS=Homo sapiens OX=9606 GN=ENO2 PE=1 SV=3			25.21404648	25.50849152	25.12732506	25.34557724	25.41295433	25.12696075	25.31942749	25.21875763	25.12799644	25.49364281	25.32712555	25.18679237	25.06468773	24.9172821	25.37867546	25.62828827	25.7964077	25.19031715	25.38835144	25.89612579	25.29614067	24.53094864	25.09399033	25.14679718	24.99800491	24.96568298	24.94914818	25.0248642
Q99623	Q99623	PHB2	Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2			25.44299698	25.47613335	25.34275818	25.35992813	25.44205475	25.3747139	25.32814217	24.57098007	24.67804146	24.60016632	24.75004578	24.647789	24.63127136	24.56607056	25.37287712	25.22233772	25.50172424	25.52387047	25.22044754	25.46209526	25.28479576	24.39472771	24.55480385	24.70382881	24.58003998	24.63834	24.44018173	24.52366638
Q96CW1	Q96CW1	AP2M1	AP-2 complex subunit mu OS=Homo sapiens OX=9606 GN=AP2M1 PE=1 SV=2			25.70660591	25.70143509	25.17841148	25.26790237	25.4413929	25.19937134	25.60806084	26.09265327	26.31142044	26.19784355	26.04439735	26.19498062	26.27927017	26.33068466	25.38693047	26.21393585	25.83416748	26.01701164	25.55864143	25.79662323	24.88807106	26.1071167	26.30547142	26.10648537	26.28460312	26.36249161	26.341362	26.15073776
Q13263	Q13263	TRIM28	Transcription intermediary factor 1-beta OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=5			24.91361237	24.84860802	25.85789871	25.47350311	25.43227005	25.5639801	25.23797607	24.40646935	24.49038506	24.41882324	24.63130379	24.32674408	24.37962723	23.82532883	25.227108	24.33711815	24.98186111	24.69983101	25.15670395	25.20298958	25.6499157	24.44060326	23.93862534	24.24151611	23.97245979	24.07322884	23.8757515	24.48275185
P69905	P69905	HBA1	Hemoglobin subunit alpha OS=Homo sapiens OX=9606 GN=HBA1 PE=1 SV=2			25.42572784	25.24656868	26.22663116	25.29730797	25.38125801	25.18156815	25.96876717	25.42591476	25.58844566	25.69448471	25.11366081	25.5434494	25.13372803	25.7347641	25.52199554	26.0248394	25.82079506	25.91665649	24.86550522	25.9536705	25.74443245	25.38036537	25.68702126	25.45094681	25.88969994	25.64157486	25.49446869	25.78613281
Q9UPN3	Q9UPN3	MACF1	"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=4"			25.31253433	25.04504395	25.4725914	25.52186012	25.42933464	25.46683311	25.28622437	24.98118973	25.25246239	25.16314507	25.11692429	25.1978035	25.31925583	25.12922668	25.5034523	25.00435829	25.45600319	25.29166603	25.40126419	25.48192978	25.5595417	25.13526344	25.19450378	25.15149307	25.64707375	25.25802422	25.12511444	25.26290512
P49189	P49189	ALDH9A1	4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH9A1 PE=1 SV=3			25.35824966	25.77323341	25.35070038	25.4979229	25.42336273	25.35116959	25.44874382	23.977108	24.41896057	24.3458519	24.22514915	24.30825806	24.428936	24.9067955	25.39147568	25.87854958	25.71075439	25.46478653	25.49985123	25.56548309	25.22283554	24.1533699	24.76073265	24.31661987	24.28740692	24.86986542	24.60586357	24.5679245
P46459	P46459	NSF	Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=3			25.30965996	25.30375481	25.39027596	25.30636215	25.37416649	25.58580017	25.31374741	24.17857933	24.52826691	24.37267113	24.1887188	24.45169067	24.28621674	24.59414673	25.31681252	25.01018906	25.24511147	24.99418068	25.4011631	25.44300461	25.6052742	24.30306053	24.41769981	24.36975479	24.54621315	24.52057076	24.46506119	24.38482094
P49589-3	P49589	CARS	"Isoform 3 of Cysteine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=CARS"			24.97064209	25.6609478	25.22631454	25.07297325	25.40496063	25.18894386	25.26346588	23.72793007	23.66053009	24.3095417	23.70818901	24.07966805	24.03978157	24.35306168	25.22882271	26.09176826	25.67419243	24.96025276	25.53487968	25.11074448	25.14668846	23.86314392	24.40062904	24.24757957	24.22362518	24.40187645	24.29280663	24.30607224
O15144	O15144	ARPC2	Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens OX=9606 GN=ARPC2 PE=1 SV=1			25.43415642	25.40785408	25.25374222	25.2725563	25.40262032	25.28888512	25.44525719	25.688097	25.6987896	25.7948513	25.65149117	25.79898071	25.73667526	25.78707314	25.35211182	25.72616196	25.63062286	25.69640732	25.32600403	25.4822998	25.19601822	25.41275215	25.65057564	25.70282364	25.93538284	25.69601059	25.87852097	25.73252296
P30153	P30153	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens OX=9606 GN=PPP2R1A PE=1 SV=4			25.1702404	24.91742134	25.39168549	25.32777977	25.34500313	25.31933212	25.28392601	25.53688622	25.57725334	25.61636543	25.473032	25.61849594	25.4568367	25.53340149	25.14003372	24.93545532	25.13883209	24.92405701	25.17840195	25.30152702	25.22734833	25.25829315	25.31999397	25.50680923	25.56529808	25.39560127	25.3955555	25.53933716
P62280	P62280	RPS11	40S ribosomal protein S11 OS=Homo sapiens OX=9606 GN=RPS11 PE=1 SV=3			25.58688736	25.52315903	25.14710617	25.49593353	25.39444733	25.24811554	25.46707726	25.88069534	25.88561249	26.18200684	25.9032402	26.13064957	25.76790619	25.81006622	25.31391144	25.33730698	25.3894577	25.2414608	25.50411034	25.30213547	24.97274971	25.7935276	25.61269188	25.79768372	25.69329453	25.70663452	25.74759102	25.93789673
Q14194-2	Q14194	CRMP1	Isoform LCRMP-1 of Dihydropyrimidinase-related protein 1 OS=Homo sapiens OX=9606 GN=CRMP1			25.14071846	24.6008873	25.72937393	25.14458084	25.37840652	25.87670135	24.94225883	22.35255432	22.02116203	22.23590469	21.84512711	22.40950012	22.39495659	22.56000519	25.40942955	24.08276939	24.80573273	24.38030815	25.23340988	25.40668869	26.23644257	22.74152565	22.44879532	22.32371902	22.82159805	22.69741058	22.42760086	22.46876335
P06703	P06703	S100A6	Protein S100-A6 OS=Homo sapiens OX=9606 GN=S100A6 PE=1 SV=1			26.04007721	25.63492966	25.71745682	24.89453316	25.4318409	25.90476418	25.71156883	26.24302101	26.34117126	26.07193565	25.95909119	26.51642227	25.95410538	26.25471878	24.69781113	26.43383408	25.67016983	25.90034485	25.33878708	25.47409439	25.59837723	26.6966362	27.09075928	26.43432617	26.48250198	26.66541672	26.6804409	26.38755035
P07814	P07814	EPRS	Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens OX=9606 GN=EPRS PE=1 SV=5			25.54475784	25.73986244	25.05734825	25.3427887	25.39224243	25.20136452	25.4780674	25.89056015	25.74030685	25.95439148	25.71316719	25.79721069	25.82622337	26.01722717	25.48740196	25.60964203	25.61150932	25.61449051	25.50977325	25.57536697	24.84134293	25.62603951	25.98866844	25.97077179	25.96614456	25.99204445	26.07006454	25.90903282
P42224	P42224	STAT1	Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens OX=9606 GN=STAT1 PE=1 SV=2			25.29227829	24.75369835	24.74586105	24.87632942	25.37592125	24.58333015	25.01826668	25.06759834	24.26875305	25.09990311	25.15762901	24.58002472	24.77470398	25.61975861	25.28256226	25.85733223	25.58714104	26.1932373	25.4292717	25.02135086	24.17643929	25.19841766	25.63412094	24.95307922	25.06900597	25.42167664	24.65503311	25.28236389
Q01105-2	Q01105	SET	Isoform 2 of Protein SET OS=Homo sapiens OX=9606 GN=SET			25.24766541	25.34235001	25.70155525	25.65078163	25.48817444	25.6653862	25.39236641	24.87737656	24.94656944	24.85801315	25.06574249	24.88866806	24.94762039	24.49158096	25.33656311	24.80416107	25.21806908	24.69536209	25.52050018	25.21615601	25.59904289	24.82007408	24.47799683	24.68549347	24.56937599	24.76204681	24.63047409	24.83683395
P84243	P84243	H3F3A	Histone H3.3 OS=Homo sapiens OX=9606 GN=H3F3A PE=1 SV=2			25.0880928	25.02053833	24.78824997	25.32349396	25.31674576	23.91624832	25.09851837	22.24531364	22.07055283	22.40858459	21.25460243	21.38258362	20.77653885	21.56902695	24.93304443	24.76452255	24.5439949	24.00453949	25.13288498	24.70277023	22.78905487	15.64367485	21.4430275	21.15029526	22.31476021	21.33992004	21.60690498	21.59347725
P35232	P35232	PHB	Prohibitin OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1			25.45318031	25.36018944	24.97090149	25.35693359	25.26080513	25.40028381	25.06085205	24.38056564	24.47057152	24.41755486	24.53192329	24.44118881	24.39809799	24.40057373	25.5000267	25.10446548	25.38926125	25.08619881	25.24004745	25.41318512	25.18717194	24.42789268	24.34323692	24.40375137	24.37972641	24.41105843	24.2314415	24.36022758
O95302	O95302	FKBP9	Peptidyl-prolyl cis-trans isomerase FKBP9 OS=Homo sapiens OX=9606 GN=FKBP9 PE=1 SV=2			26.03927422	25.71660995	24.80046272	25.5428772	25.47810745	24.78614998	25.12534523	25.25640488	24.64624405	25.03527069	24.29087639	24.78529167	24.6295929	25.88432884	25.49323082	25.88755989	25.62375641	25.67375183	25.79983711	25.80566025	24.2068367	25.27288818	25.95981407	25.32688522	25.8386631	25.85123253	26.02238083	25.17464828
Q8WU90	Q8WU90	ZC3H15	Zinc finger CCCH domain-containing protein 15 OS=Homo sapiens OX=9606 GN=ZC3H15 PE=1 SV=1			25.74264526	25.45526505	25.35897255	25.48981094	25.4538784	25.49466896	25.62374306	26.52725029	26.61866188	26.61893272	26.65576363	26.58810043	26.62523842	26.414505	25.65096664	26.01713371	25.92713928	26.16587448	25.83050919	25.74583817	25.25992012	26.45734406	26.40190506	26.27553558	26.31031609	26.50422096	26.46119308	26.36813545
Q6NZI2	Q6NZI2	CAVIN1	Caveolae-associated protein 1 OS=Homo sapiens OX=9606 GN=CAVIN1 PE=1 SV=1			24.79104042	26.55015564	25.46178055	24.63636017	25.35483742	25.16263962	25.64020348	25.78884888	26.30067635	26.11852074	25.60890388	26.09030151	25.86899185	26.57905197	24.41704941	26.13076973	25.0918808	26.07571602	25.52015686	25.61153412	24.85116386	25.63695908	26.23120117	26.01647568	26.28814507	26.48077011	25.97333145	26.14454269
Q05682-5	Q05682	CALD1	Isoform 5 of Caldesmon OS=Homo sapiens OX=9606 GN=CALD1			26.03892136	25.03804207	25.09073067	25.02019501	25.34746361	25.20813179	25.51340103	26.74973679	27.08805847	27.07551765	26.31456375	26.57278633	27.36156845	27.66407776	26.08748436	25.56343842	25.84087181	26.62454033	25.88246346	26.01410294	24.79162216	27.03593063	27.88359642	26.68174744	27.97337914	27.78918457	28.01401329	26.92859268
P54652	P54652	HSPA2	Heat shock-related 70 kDa protein 2 OS=Homo sapiens OX=9606 GN=HSPA2 PE=1 SV=1			24.26475525	25.99731064	24.33262825	24.67578316	25.32970619	24.51867676	24.80135536	21.40102196	23.31536674	21.4577961	21.3845787	22.94515419	21.93490601	21.94882202	24.94329071	25.55807114	24.78487587	25.58778191	25.37043953	24.83238983	23.68121338	21.67242622	22.69331169	22.22562599	22.74057007	22.8122654	22.61087608	22.03136826
P02794	P02794	FTH1	Ferritin heavy chain OS=Homo sapiens OX=9606 GN=FTH1 PE=1 SV=2			25.32917786	25.100811	25.30528259	25.43352127	25.38341713	25.48871994	25.53923416	22.63538933	22.30363464	22.60059547	21.88758659	22.92467117	21.80812263	22.79666519	25.50775528	25.42803764	25.79345131	25.82709312	25.25729752	25.20039177	24.95849228	22.65965462	23.05625343	22.95946503	22.24342346	22.97127151	22.6911335	22.65340042
Q99832	Q99832	CCT7	T-complex protein 1 subunit eta OS=Homo sapiens OX=9606 GN=CCT7 PE=1 SV=2			25.15052986	25.16119194	25.22581863	25.27368355	25.33166122	25.18707657	25.29295349	25.71756744	25.65349579	25.7247982	25.77881241	25.71785355	25.48236275	25.58213425	25.19478226	24.72229385	25.30985069	25.20165062	25.18144226	25.26570511	25.31092834	25.53151703	24.98046684	25.59607697	25.62056351	25.54510117	25.52924919	25.74211311
Q07020	Q07020	RPL18	60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=2			25.53605461	25.46042633	25.34253311	25.68362427	25.32443428	25.48547745	25.66864204	25.82279587	25.82920647	26.26242065	25.90841866	26.11701202	25.82880783	25.82640076	25.26404381	25.21233749	25.37539482	25.15663147	25.44638062	25.20748901	25.10216141	25.81486702	25.63629913	25.78871536	25.7475071	25.84936142	25.82721519	25.98953056
P00441	P00441	SOD1	Superoxide dismutase [Cu-Zn] OS=Homo sapiens OX=9606 GN=SOD1 PE=1 SV=2			25.34272957	25.56046486	25.23477554	25.32976532	25.33041	25.09733009	25.33592224	24.77305603	24.88977814	24.90872192	24.71048737	24.7623291	24.66812897	25.20656967	25.3904438	25.63090897	25.53042412	25.27267075	25.41449547	25.5018425	25.20694923	24.62760353	25.16524506	24.93619919	24.98470879	25.10929871	24.83971786	25.08385468
P61619	P61619	SEC61A1	Protein transport protein Sec61 subunit alpha isoform 1 OS=Homo sapiens OX=9606 GN=SEC61A1 PE=1 SV=2			25.41361237	25.356884	25.02655029	25.42020798	25.31579971	25.1928978	25.31072998	25.37560463	25.41595078	25.56785583	25.46464539	25.53907967	25.26783752	25.49859619	25.25951576	25.56048584	25.486866	25.44960785	25.38038445	25.26633453	24.92993164	25.52609253	25.40789795	25.56476212	25.44252014	25.53190041	25.4364357	25.58886337
P23526	P23526	AHCY	Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4			25.31047058	25.26860619	25.10782242	25.31393051	25.32642937	25.24303818	25.3063755	24.6985569	24.83361435	24.63111687	24.66974258	24.78665543	24.60403633	24.77818298	25.43828964	25.37332344	25.37129593	25.12246895	25.34778976	25.40408707	25.30104256	24.57582092	24.61016083	24.65800667	24.61812782	24.62189865	24.88243484	24.93891907
Q99536	Q99536	VAT1	Synaptic vesicle membrane protein VAT-1 homolog OS=Homo sapiens OX=9606 GN=VAT1 PE=1 SV=2			25.40685463	25.34589577	24.80684662	24.96790886	25.32504845	24.82098961	25.28215408	24.89151955	24.84371185	24.86188698	24.58452988	24.77812958	24.97884369	25.48094368	25.24356079	26.2081356	25.65475273	26.14019585	25.28385735	25.56482697	24.62694931	24.88377571	25.39045715	25.20191956	25.49058914	25.35795593	25.47039032	24.93300629
